Ontology,FileSize
ore_ont_2011.owl,239160
ore_ont_2012.owl,40101
ore_ont_2017.owl,144079
ore_ont_202.owl,50828
ore_ont_2020.owl,4153327
ore_ont_2022.owl,463935
ore_ont_2036.owl,23727
ore_ont_2038.owl,25563
ore_ont_2046.owl,34641356
ore_ont_205.owl,2415724
ore_ont_2063.owl,149720
ore_ont_2066.owl,93226
ore_ont_2082.owl,39351983
ore_ont_2105.owl,6092382
ore_ont_2111.owl,44002407
ore_ont_2121.owl,179561153
ore_ont_2128.owl,2275450
ore_ont_2129.owl,1808646
ore_ont_2134.owl,27260939
ore_ont_2142.owl,4610346
ore_ont_218.owl,634719
ore_ont_2182.owl,125163
ore_ont_2195.owl,186295
ore_ont_22.owl,2170952
ore_ont_2213.owl,1322260
ore_ont_2228.owl,74815
ore_ont_2229.owl,71344
ore_ont_2232.owl,3268683
ore_ont_2237.owl,88817
ore_ont_2243.owl,45182934
ore_ont_2253.owl,42808663
ore_ont_2266.owl,394038
ore_ont_2291.owl,12895116
ore_ont_2302.owl,13815552
ore_ont_2303.owl,110924
ore_ont_231.owl,108947
ore_ont_2313.owl,423717
ore_ont_2317.owl,3815316
ore_ont_2318.owl,1114845
ore_ont_2333.owl,1161481
ore_ont_2338.owl,206875
ore_ont_236.owl,1832115
ore_ont_2360.owl,1354563
ore_ont_2361.owl,19074797
ore_ont_237.owl,217300
ore_ont_2377.owl,621355
ore_ont_2378.owl,256450
ore_ont_239.owl,4799335
ore_ont_2397.owl,4995778
ore_ont_2415.owl,19285459
ore_ont_2440.owl,546343
ore_ont_2453.owl,198438
ore_ont_2454.owl,1891144
ore_ont_2456.owl,130946
ore_ont_2469.owl,30991201
ore_ont_2485.owl,17016
ore_ont_2486.owl,67780453
ore_ont_2488.owl,174292
ore_ont_2491.owl,4772328
ore_ont_2496.owl,460448
ore_ont_2497.owl,2309943
ore_ont_2504.owl,25213072
ore_ont_2513.owl,54623314
ore_ont_2526.owl,123300
ore_ont_253.owl,1263546
ore_ont_2531.owl,1247585
ore_ont_2548.owl,1307959
ore_ont_2556.owl,146857
ore_ont_2557.owl,49629
ore_ont_2569.owl,672378
ore_ont_257.owl,3258285
ore_ont_2574.owl,114994716
ore_ont_2577.owl,8510731
ore_ont_2578.owl,2209125
ore_ont_258.owl,49878
ore_ont_259.owl,1291989
ore_ont_2591.owl,3866770
ore_ont_260.owl,1441174
ore_ont_2604.owl,942754
ore_ont_2608.owl,127300
ore_ont_2612.owl,641378
ore_ont_2622.owl,53102051
ore_ont_2624.owl,2158302
ore_ont_2627.owl,5200473
ore_ont_2632.owl,9040202
ore_ont_264.owl,1792148
ore_ont_2646.owl,382899
ore_ont_2652.owl,37980
ore_ont_2654.owl,38039
ore_ont_2656.owl,3587227
ore_ont_2658.owl,3107550
ore_ont_2661.owl,5127578
ore_ont_2662.owl,74776
ore_ont_2664.owl,1292900
ore_ont_2669.owl,214560
ore_ont_2672.owl,144582
ore_ont_2677.owl,1061878
ore_ont_2678.owl,96360
ore_ont_269.owl,12832724
ore_ont_2697.owl,43564
ore_ont_2700.owl,1320126
ore_ont_2703.owl,759287
ore_ont_2713.owl,126969
ore_ont_2719.owl,3525139
ore_ont_2720.owl,183363
ore_ont_2738.owl,19292810
ore_ont_2744.owl,130970
ore_ont_2749.owl,771428
ore_ont_2753.owl,64993
ore_ont_2775.owl,38189
ore_ont_2783.owl,1241156
ore_ont_2792.owl,2326478
ore_ont_2803.owl,19164431
ore_ont_2817.owl,1294725
ore_ont_2820.owl,26323556
ore_ont_2826.owl,203210
ore_ont_2828.owl,30186856
ore_ont_283.owl,23775240
ore_ont_2837.owl,47411
ore_ont_2848.owl,1877751
ore_ont_2860.owl,147634
ore_ont_2874.owl,23428896
ore_ont_2876.owl,43421
ore_ont_290.owl,1309420
ore_ont_2901.owl,168971
ore_ont_2936.owl,11729
ore_ont_2950.owl,389213
ore_ont_2989.owl,50808
ore_ont_3003.owl,424250
ore_ont_3010.owl,188672
ore_ont_3022.owl,96240
ore_ont_304.owl,55856
ore_ont_3050.owl,1322643
ore_ont_3053.owl,65774
ore_ont_3060.owl,114646
ore_ont_307.owl,3337754
ore_ont_3077.owl,2889721
ore_ont_3080.owl,1598569
ore_ont_3082.owl,38279
ore_ont_3087.owl,30914544
ore_ont_3100.owl,24406284
ore_ont_3102.owl,549919
ore_ont_3106.owl,1587249
ore_ont_3114.owl,1292011
ore_ont_3128.owl,51475
ore_ont_3133.owl,63373838
ore_ont_3156.owl,203217
ore_ont_316.owl,412249
ore_ont_3164.owl,46300579
ore_ont_3177.owl,1372471
ore_ont_318.owl,29985269
ore_ont_3205.owl,54042
ore_ont_3214.owl,1301117
ore_ont_3215.owl,20131064
ore_ont_3231.owl,307074
ore_ont_3237.owl,6449946
ore_ont_3238.owl,3480366
ore_ont_3241.owl,1399988
ore_ont_3250.owl,38102
ore_ont_3255.owl,5835749
ore_ont_3258.owl,63711
ore_ont_3259.owl,146380
ore_ont_3260.owl,49219
ore_ont_3262.owl,256401
ore_ont_3263.owl,75745
ore_ont_3270.owl,50815
ore_ont_3274.owl,47126791
ore_ont_3281.owl,61627
ore_ont_3282.owl,13792418
ore_ont_3292.owl,83890
ore_ont_33.owl,2024977
ore_ont_330.owl,1399958
ore_ont_3301.owl,196454
ore_ont_3313.owl,676348
ore_ont_3329.owl,1294725
ore_ont_3330.owl,22125
ore_ont_3341.owl,28259
ore_ont_3344.owl,290408
ore_ont_3349.owl,170464
ore_ont_3352.owl,187755
ore_ont_3357.owl,1303128
ore_ont_336.owl,1316623
ore_ont_3377.owl,132321541
ore_ont_338.owl,77553
ore_ont_3381.owl,1013061
ore_ont_3406.owl,3107048
ore_ont_3411.owl,124385
ore_ont_3414.owl,11575687
ore_ont_3418.owl,82512
ore_ont_345.owl,111427640
ore_ont_3455.owl,52347
ore_ont_3463.owl,41645
ore_ont_3480.owl,3660523
ore_ont_3484.owl,928674
ore_ont_3500.owl,1304706
ore_ont_3503.owl,412443
ore_ont_3504.owl,37143
ore_ont_3508.owl,17990247
ore_ont_3515.owl,334199
ore_ont_3516.owl,2250434
ore_ont_3524.owl,305482391
ore_ont_3529.owl,2052412
ore_ont_3545.owl,619547
ore_ont_3550.owl,774241
ore_ont_3560.owl,61103308
ore_ont_3561.owl,1583712
ore_ont_3562.owl,3011681
ore_ont_3566.owl,176213
ore_ont_3575.owl,42734570
ore_ont_3584.owl,1302993
ore_ont_3592.owl,46391
ore_ont_360.owl,1895171
ore_ont_3635.owl,339710
ore_ont_3639.owl,47676
ore_ont_3640.owl,1253294
ore_ont_3658.owl,55591354
ore_ont_3671.owl,23373
ore_ont_3680.owl,3938451
ore_ont_3685.owl,151855
ore_ont_3696.owl,25042765
ore_ont_3708.owl,117330
ore_ont_3712.owl,1950760
ore_ont_3726.owl,169763
ore_ont_3733.owl,23462701
ore_ont_3737.owl,11217454
ore_ont_3770.owl,77186
ore_ont_3771.owl,1333467
ore_ont_3775.owl,43839
ore_ont_3780.owl,94143
ore_ont_3781.owl,2064986
ore_ont_3783.owl,392037
ore_ont_3784.owl,1080425
ore_ont_3789.owl,50883
ore_ont_3794.owl,17266272
ore_ont_3795.owl,1303127
ore_ont_3797.owl,3682659
ore_ont_380.owl,523670
ore_ont_3806.owl,37066
ore_ont_3816.owl,15686347
ore_ont_3832.owl,101574
ore_ont_3835.owl,280784
ore_ont_3836.owl,349620447
ore_ont_3839.owl,1544004
ore_ont_3842.owl,25739
ore_ont_3843.owl,114735
ore_ont_385.owl,48019
ore_ont_3852.owl,50889
ore_ont_3873.owl,16579139
ore_ont_3884.owl,91638
ore_ont_3892.owl,153995
ore_ont_3905.owl,1322840
ore_ont_3909.owl,23523
ore_ont_3910.owl,234788
ore_ont_3914.owl,140243531
ore_ont_3916.owl,850805
ore_ont_3917.owl,2754035
ore_ont_3919.owl,3602545
ore_ont_3931.owl,451537
ore_ont_3936.owl,49101
ore_ont_394.owl,122116
ore_ont_3954.owl,13550238
ore_ont_3966.owl,124397
ore_ont_3968.owl,620675
ore_ont_3978.owl,215817
ore_ont_3987.owl,50907
ore_ont_399.owl,1040412
ore_ont_4006.owl,8036152
ore_ont_4032.owl,175366
ore_ont_4033.owl,21847521
ore_ont_4035.owl,79770
ore_ont_4049.owl,7278612
ore_ont_4054.owl,23591906
ore_ont_4074.owl,194811
ore_ont_4092.owl,1305732
ore_ont_4106.owl,25344
ore_ont_412.owl,422569
ore_ont_4127.owl,3106390
ore_ont_4133.owl,89031
ore_ont_4141.owl,10826249
ore_ont_4162.owl,1291997
ore_ont_4166.owl,18027576
ore_ont_4178.owl,3911147
ore_ont_4182.owl,1470659
ore_ont_4187.owl,66470774
ore_ont_4188.owl,1303126
ore_ont_4193.owl,50836
ore_ont_4198.owl,483795
ore_ont_420.owl,46187
ore_ont_4205.owl,118661598
ore_ont_4208.owl,35678481
ore_ont_4210.owl,1303126
ore_ont_4223.owl,41120
ore_ont_4226.owl,2333235
ore_ont_4233.owl,19755741
ore_ont_4235.owl,4396400
ore_ont_4242.owl,25324650
ore_ont_4260.owl,1277163
ore_ont_4261.owl,221961
ore_ont_4263.owl,1294860
ore_ont_4279.owl,440532
ore_ont_430.owl,84593
ore_ont_4313.owl,328447
ore_ont_4315.owl,132725
ore_ont_4354.owl,197862
ore_ont_4363.owl,1484957
ore_ont_4382.owl,85616
ore_ont_4383.owl,445965
ore_ont_4388.owl,112868
ore_ont_4400.owl,210392
ore_ont_4410.owl,45114936
ore_ont_4412.owl,72309265
ore_ont_4423.owl,1346700
ore_ont_4428.owl,50847
ore_ont_4429.owl,1302317
ore_ont_443.owl,2225563
ore_ont_4460.owl,2058695
ore_ont_4469.owl,203996
ore_ont_4487.owl,13370240
ore_ont_4503.owl,2266875
ore_ont_4510.owl,51867141
ore_ont_4515.owl,1292016
ore_ont_4516.owl,141045
ore_ont_4527.owl,521596
ore_ont_4557.owl,36981520
ore_ont_4567.owl,2137420
ore_ont_457.owl,221104
ore_ont_4570.owl,4501570
ore_ont_4572.owl,55753906
ore_ont_4577.owl,47234987
ore_ont_4578.owl,1586922
ore_ont_4581.owl,1293678
ore_ont_4587.owl,1379179
ore_ont_4598.owl,33846598
ore_ont_4604.owl,36459115
ore_ont_4609.owl,1972968
ore_ont_4610.owl,2053103
ore_ont_4616.owl,8796352
ore_ont_4617.owl,13776462
ore_ont_4639.owl,2700723
ore_ont_4652.owl,449413
ore_ont_4655.owl,1219965
ore_ont_4662.owl,3169283
ore_ont_4668.owl,112075
ore_ont_4669.owl,23838250
ore_ont_4671.owl,178187
ore_ont_4719.owl,96141
ore_ont_4724.owl,40691
ore_ont_4732.owl,1984671
ore_ont_4733.owl,2636344
ore_ont_4737.owl,1216432
ore_ont_4744.owl,22866569
ore_ont_4755.owl,28063664
ore_ont_4767.owl,64747
ore_ont_4770.owl,1303128
ore_ont_4775.owl,4510903
ore_ont_4780.owl,1531022
ore_ont_4782.owl,17117161
ore_ont_4796.owl,303903
ore_ont_4798.owl,765264
ore_ont_480.owl,16163
ore_ont_4802.owl,23749223
ore_ont_4827.owl,191942
ore_ont_4834.owl,1303745
ore_ont_4855.owl,30123
ore_ont_4856.owl,16983
ore_ont_4875.owl,130881
ore_ont_4897.owl,44345
ore_ont_4898.owl,172078
ore_ont_4903.owl,860208
ore_ont_4911.owl,202224651
ore_ont_4917.owl,6867424
ore_ont_4918.owl,105464
ore_ont_4936.owl,50871
ore_ont_4938.owl,3602479
ore_ont_4952.owl,32332427
ore_ont_4958.owl,1301994
ore_ont_4961.owl,294901
ore_ont_4983.owl,186541
ore_ont_5002.owl,2530615
ore_ont_5014.owl,148011
ore_ont_5033.owl,119215
ore_ont_5057.owl,143118
ore_ont_5059.owl,10143997
ore_ont_507.owl,657079
ore_ont_5074.owl,80716
ore_ont_5078.owl,399791
ore_ont_508.owl,23948
ore_ont_5080.owl,468740
ore_ont_5089.owl,47130
ore_ont_509.owl,690087
ore_ont_5090.owl,42971
ore_ont_5092.owl,1253765
ore_ont_5103.owl,12462443
ore_ont_5107.owl,17455
ore_ont_5115.owl,1139724
ore_ont_5141.owl,43716369
ore_ont_5149.owl,759888
ore_ont_5159.owl,50847
ore_ont_5162.owl,25110627
ore_ont_5164.owl,115562
ore_ont_5184.owl,100622
ore_ont_5188.owl,4864503
ore_ont_5193.owl,9967600
ore_ont_5197.owl,753434
ore_ont_5204.owl,95095
ore_ont_5205.owl,124151
ore_ont_5206.owl,223589
ore_ont_5213.owl,485942
ore_ont_5216.owl,148271
ore_ont_5218.owl,42734513
ore_ont_5220.owl,196578
ore_ont_524.owl,596376
ore_ont_5241.owl,755346
ore_ont_5253.owl,9960695
ore_ont_5255.owl,20845
ore_ont_5258.owl,49164
ore_ont_5260.owl,3227203
ore_ont_5263.owl,81861
ore_ont_5266.owl,365420
ore_ont_5289.owl,18891559
ore_ont_5292.owl,20746
ore_ont_5295.owl,41675336
ore_ont_5298.owl,1308532
ore_ont_5303.owl,41889
ore_ont_5324.owl,196620
ore_ont_5358.owl,23591942
ore_ont_5359.owl,155371
ore_ont_5368.owl,4126729
ore_ont_5376.owl,368791
ore_ont_5398.owl,1314379
ore_ont_5404.owl,66463
ore_ont_541.owl,57818
ore_ont_5418.owl,31890272
ore_ont_5438.owl,4500764
ore_ont_544.owl,485666
ore_ont_5448.owl,1297001
ore_ont_5462.owl,1010536
ore_ont_5475.owl,65455412
ore_ont_5481.owl,41887250
ore_ont_5485.owl,397702
ore_ont_5487.owl,3898150
ore_ont_5492.owl,1787067
ore_ont_5502.owl,551667
ore_ont_5507.owl,3193941
ore_ont_5509.owl,97086
ore_ont_5519.owl,54174684
ore_ont_5539.owl,212573
ore_ont_5543.owl,1294725
ore_ont_5544.owl,11384034
ore_ont_5548.owl,3942676
ore_ont_5549.owl,19074808
ore_ont_5550.owl,1033731
ore_ont_5564.owl,166613
ore_ont_5566.owl,37836524
ore_ont_5572.owl,50801
ore_ont_5596.owl,56191053
ore_ont_5602.owl,38524132
ore_ont_5604.owl,93396
ore_ont_5612.owl,18523455
ore_ont_5617.owl,3477722
ore_ont_5646.owl,27126
ore_ont_566.owl,524454
ore_ont_5664.owl,1526224
ore_ont_5665.owl,81041
ore_ont_5669.owl,1111412
ore_ont_5679.owl,71658
ore_ont_568.owl,95887
ore_ont_5688.owl,347689
ore_ont_5690.owl,1900210
ore_ont_5695.owl,2145291
ore_ont_5696.owl,36710
ore_ont_5707.owl,432821
ore_ont_572.owl,839418
ore_ont_5721.owl,2353651
ore_ont_5730.owl,1481567
ore_ont_5742.owl,46941
ore_ont_5753.owl,40328571
ore_ont_5755.owl,13895269
ore_ont_5760.owl,50886288
ore_ont_5764.owl,264066
ore_ont_5769.owl,41401978
ore_ont_5774.owl,152540
ore_ont_5781.owl,16633837
ore_ont_5792.owl,1372487
ore_ont_580.owl,14283
ore_ont_5815.owl,5738004
ore_ont_5834.owl,203210
ore_ont_5840.owl,1854175
ore_ont_5841.owl,1659568
ore_ont_5849.owl,13791320
ore_ont_5852.owl,22764
ore_ont_5857.owl,81083132
ore_ont_586.owl,150603
ore_ont_589.owl,4625471
ore_ont_5894.owl,688726
ore_ont_5927.owl,20177346
ore_ont_5932.owl,88124
ore_ont_5940.owl,265820
ore_ont_5943.owl,1305325
ore_ont_5964.owl,257475
ore_ont_5965.owl,3015441
ore_ont_5966.owl,106931
ore_ont_5974.owl,3015864
ore_ont_5978.owl,58166
ore_ont_5983.owl,545275
ore_ont_6009.owl,2971176
ore_ont_6020.owl,254572
ore_ont_6024.owl,169055
ore_ont_6035.owl,3454857
ore_ont_6060.owl,1307755
ore_ont_6065.owl,1117709
ore_ont_6067.owl,132032
ore_ont_6076.owl,3464597
ore_ont_6102.owl,8764197
ore_ont_6108.owl,12274330
ore_ont_6109.owl,2036628
ore_ont_6111.owl,1327366
ore_ont_6120.owl,13821854
ore_ont_6132.owl,2916871
ore_ont_6134.owl,1003884
ore_ont_6146.owl,952275
ore_ont_6149.owl,284695
ore_ont_6198.owl,2325334
ore_ont_6202.owl,1140184
ore_ont_6207.owl,46987
ore_ont_6212.owl,137004898
ore_ont_6223.owl,31843252
ore_ont_6226.owl,566584
ore_ont_6230.owl,2519095
ore_ont_6233.owl,101501959
ore_ont_6234.owl,1957300
ore_ont_6246.owl,74081
ore_ont_6258.owl,146607
ore_ont_6260.owl,50787
ore_ont_6266.owl,1301208
ore_ont_6272.owl,148708
ore_ont_6278.owl,197411
ore_ont_6298.owl,205364
ore_ont_630.owl,136952
ore_ont_6310.owl,7168781
ore_ont_6315.owl,13760724
ore_ont_6333.owl,47204
ore_ont_6338.owl,59186
ore_ont_6354.owl,1272312
ore_ont_6358.owl,2035664
ore_ont_6368.owl,90580
ore_ont_637.owl,125075
ore_ont_6378.owl,55114
ore_ont_6401.owl,353193
ore_ont_6409.owl,365420
ore_ont_6417.owl,104123
ore_ont_6423.owl,845587
ore_ont_6433.owl,4094283
ore_ont_6437.owl,336113
ore_ont_644.owl,1111354
ore_ont_6443.owl,1360377
ore_ont_6444.owl,7313546
ore_ont_6446.owl,363870
ore_ont_6452.owl,1442803
ore_ont_6453.owl,3015397
ore_ont_6461.owl,28523
ore_ont_6469.owl,1295144
ore_ont_6470.owl,50794
ore_ont_6477.owl,51522958
ore_ont_6478.owl,8103134
ore_ont_6483.owl,1349260
ore_ont_6485.owl,46696
ore_ont_6495.owl,66818
ore_ont_6504.owl,1318892
ore_ont_6535.owl,1360266
ore_ont_6542.owl,145899
ore_ont_6566.owl,693438
ore_ont_6589.owl,77626
ore_ont_6608.owl,4045524
ore_ont_6615.owl,126128
ore_ont_6617.owl,50815
ore_ont_6622.owl,3149342
ore_ont_6627.owl,24854507
ore_ont_6635.owl,24704
ore_ont_6659.owl,6553285
ore_ont_6664.owl,12499390
ore_ont_668.owl,3080296
ore_ont_6682.owl,59817437
ore_ont_6696.owl,153674
ore_ont_670.owl,423629
ore_ont_6712.owl,22971389
ore_ont_6720.owl,151311
ore_ont_6722.owl,20708966
ore_ont_6726.owl,15392844
ore_ont_6727.owl,736601
ore_ont_6729.owl,1303127
ore_ont_6735.owl,34731
ore_ont_6737.owl,1241145
ore_ont_6751.owl,1809753
ore_ont_6765.owl,1292017
ore_ont_6792.owl,2851272
ore_ont_6796.owl,72393
ore_ont_6800.owl,3675829
ore_ont_6812.owl,46941
ore_ont_6815.owl,1244873
ore_ont_6816.owl,17545672
ore_ont_6817.owl,664478
ore_ont_6822.owl,947689
ore_ont_6833.owl,31627184
ore_ont_6835.owl,46110209
ore_ont_6847.owl,1301966
ore_ont_6855.owl,47492
ore_ont_6857.owl,181433
ore_ont_6859.owl,73464
ore_ont_6862.owl,1924430
ore_ont_6869.owl,1924930
ore_ont_6870.owl,2738763
ore_ont_6889.owl,98116
ore_ont_6892.owl,1355361
ore_ont_6896.owl,32165695
ore_ont_6905.owl,752151
ore_ont_6910.owl,3303812
ore_ont_6923.owl,376857
ore_ont_6934.owl,758659
ore_ont_6939.owl,306225
ore_ont_6948.owl,131563703
ore_ont_6951.owl,277602
ore_ont_6952.owl,20734427
ore_ont_6967.owl,176616
ore_ont_6981.owl,91746
ore_ont_6983.owl,153341
ore_ont_699.owl,2909100
ore_ont_6999.owl,176451
ore_ont_7003.owl,53897
ore_ont_7007.owl,389922
ore_ont_7011.owl,103335
ore_ont_7014.owl,1309487
ore_ont_7015.owl,1359254
ore_ont_7025.owl,1309909
ore_ont_703.owl,97078
ore_ont_7052.owl,871389
ore_ont_7073.owl,59193
ore_ont_7079.owl,1318188
ore_ont_7084.owl,1303175
ore_ont_7102.owl,1301843
ore_ont_7108.owl,785453
ore_ont_7111.owl,13269424
ore_ont_7120.owl,541204
ore_ont_7127.owl,18889507
ore_ont_714.owl,36287
ore_ont_7169.owl,353712
ore_ont_7174.owl,5049791
ore_ont_7178.owl,5592933
ore_ont_7179.owl,104542
ore_ont_7180.owl,1161425
ore_ont_7188.owl,1360142
ore_ont_7192.owl,552291902
ore_ont_7195.owl,1670051
ore_ont_7203.owl,1964886
ore_ont_7204.owl,6553092
ore_ont_7216.owl,386729
ore_ont_7218.owl,2050034
ore_ont_7220.owl,186638
ore_ont_7226.owl,4349552
ore_ont_7234.owl,3208995
ore_ont_7237.owl,1309909
ore_ont_7246.owl,87473279
ore_ont_725.owl,350144
ore_ont_7251.owl,2703908
ore_ont_7256.owl,10241523
ore_ont_727.owl,323169
ore_ont_7270.owl,30608
ore_ont_7275.owl,2188507
ore_ont_7278.owl,169883
ore_ont_7300.owl,6260178
ore_ont_7320.owl,1300486
ore_ont_7327.owl,324492
ore_ont_7339.owl,133665
ore_ont_7340.owl,40922308
ore_ont_7342.owl,144686
ore_ont_7343.owl,29812031
ore_ont_7345.owl,2285768
ore_ont_7356.owl,2078008
ore_ont_7361.owl,10532345
ore_ont_7364.owl,418511
ore_ont_7370.owl,45245232
ore_ont_7372.owl,1093337
ore_ont_7373.owl,82674
ore_ont_7389.owl,11238711
ore_ont_7394.owl,57443
ore_ont_7399.owl,1247437
ore_ont_7401.owl,7653819
ore_ont_7409.owl,36117958
ore_ont_7416.owl,11779784
ore_ont_7417.owl,46211
ore_ont_7418.owl,127336
ore_ont_7439.owl,2217492
ore_ont_7455.owl,9948995
ore_ont_7464.owl,34648
ore_ont_7474.owl,1292166
ore_ont_7479.owl,1456331
ore_ont_7482.owl,30229
ore_ont_7483.owl,404617
ore_ont_7488.owl,1595705
ore_ont_7493.owl,6396676
ore_ont_7496.owl,24057349
ore_ont_7499.owl,2072561
ore_ont_7507.owl,99005867
ore_ont_751.owl,40402818
ore_ont_7517.owl,40109
ore_ont_7525.owl,61915
ore_ont_7532.owl,559353
ore_ont_7536.owl,4822373
ore_ont_7537.owl,1310364
ore_ont_7540.owl,10392510
ore_ont_7557.owl,41575343
ore_ont_7567.owl,31242537
ore_ont_7569.owl,1351540
ore_ont_7576.owl,70512
ore_ont_7578.owl,65455528
ore_ont_7581.owl,36833627
ore_ont_7584.owl,303738
ore_ont_7607.owl,11855152
ore_ont_7608.owl,3689113
ore_ont_7610.owl,456453
ore_ont_762.owl,38628230
ore_ont_7639.owl,18502
ore_ont_7646.owl,335533665
ore_ont_766.owl,200749
ore_ont_7663.owl,82874
ore_ont_7668.owl,115177
ore_ont_7680.owl,930616
ore_ont_770.owl,1309909
ore_ont_7706.owl,5478983
ore_ont_7712.owl,3225466
ore_ont_7716.owl,4995480
ore_ont_7726.owl,1917015
ore_ont_7728.owl,26975359
ore_ont_7729.owl,49990879
ore_ont_773.owl,12521796
ore_ont_7730.owl,110177
ore_ont_7743.owl,896837
ore_ont_7758.owl,1291565
ore_ont_7775.owl,1295530
ore_ont_7776.owl,446219
ore_ont_7778.owl,622439
ore_ont_778.owl,71556
ore_ont_7789.owl,59909
ore_ont_7800.owl,65582
ore_ont_7803.owl,12704743
ore_ont_7817.owl,721049
ore_ont_7818.owl,329082
ore_ont_7820.owl,112821
ore_ont_7823.owl,3871386
ore_ont_7828.owl,201553
ore_ont_7831.owl,6603555
ore_ont_7833.owl,421857
ore_ont_7839.owl,14677
ore_ont_7858.owl,3202591
ore_ont_786.owl,3946362
ore_ont_7868.owl,22093796
ore_ont_7877.owl,265970
ore_ont_7890.owl,77839
ore_ont_7893.owl,458210
ore_ont_7894.owl,108571
ore_ont_7901.owl,81109
ore_ont_7908.owl,51515698
ore_ont_7914.owl,15370511
ore_ont_7926.owl,2707044
ore_ont_7938.owl,334094
ore_ont_7944.owl,1312870
ore_ont_795.owl,15944277
ore_ont_7956.owl,11872730
ore_ont_7962.owl,43984
ore_ont_7969.owl,43294
ore_ont_7988.owl,101448
ore_ont_7993.owl,47728317
ore_ont_7995.owl,113387
ore_ont_8006.owl,305987
ore_ont_8019.owl,315343
ore_ont_802.owl,2356472
ore_ont_8021.owl,156979
ore_ont_8030.owl,240298
ore_ont_8042.owl,203254
ore_ont_8047.owl,33370
ore_ont_8050.owl,273030
ore_ont_8068.owl,19057171
ore_ont_8090.owl,765158
ore_ont_8094.owl,35856
ore_ont_8119.owl,80116
ore_ont_8128.owl,29271
ore_ont_8135.owl,268512
ore_ont_8141.owl,155373
ore_ont_8142.owl,550577
ore_ont_8145.owl,32584770
ore_ont_8148.owl,2787562
ore_ont_8166.owl,66340
ore_ont_8169.owl,28340
ore_ont_8171.owl,1294724
ore_ont_8175.owl,518399
ore_ont_8187.owl,236558
ore_ont_8189.owl,107927
ore_ont_8194.owl,34432895
ore_ont_8203.owl,683082
ore_ont_8226.owl,46647
ore_ont_8250.owl,233527
ore_ont_8273.owl,359194
ore_ont_8280.owl,209904
ore_ont_8286.owl,1292015
ore_ont_8290.owl,568492
ore_ont_8294.owl,721416
ore_ont_8298.owl,581235
ore_ont_8322.owl,1333472
ore_ont_8326.owl,1290937
ore_ont_8327.owl,120734
ore_ont_8329.owl,1673472
ore_ont_8335.owl,38148
ore_ont_8347.owl,2275666
ore_ont_8355.owl,167423
ore_ont_8359.owl,1292015
ore_ont_8362.owl,110521
ore_ont_8369.owl,83370
ore_ont_8377.owl,4640401
ore_ont_8387.owl,261935
ore_ont_8388.owl,7378903
ore_ont_8396.owl,223755
ore_ont_8399.owl,266580
ore_ont_840.owl,7123014
ore_ont_8417.owl,1311159
ore_ont_8429.owl,203675
ore_ont_8431.owl,1298455
ore_ont_8432.owl,8587896
ore_ont_8441.owl,5049791
ore_ont_8445.owl,23834546
ore_ont_8460.owl,130891
ore_ont_8462.owl,95153
ore_ont_8470.owl,6760889
ore_ont_8475.owl,34535462
ore_ont_8480.owl,7162399
ore_ont_8486.owl,163865868
ore_ont_8492.owl,2187835
ore_ont_85.owl,89965
ore_ont_850.owl,203210
ore_ont_8502.owl,116276
ore_ont_8509.owl,632034
ore_ont_8557.owl,17942698
ore_ont_8563.owl,391152
ore_ont_8578.owl,95133
ore_ont_8579.owl,3821426
ore_ont_8595.owl,678309
ore_ont_8627.owl,2023071
ore_ont_8631.owl,189816
ore_ont_8634.owl,9789280
ore_ont_8640.owl,474174
ore_ont_8641.owl,1170172
ore_ont_8662.owl,11950
ore_ont_8665.owl,39358
ore_ont_8666.owl,43941
ore_ont_8667.owl,20926
ore_ont_8668.owl,1301117
ore_ont_8671.owl,40929560
ore_ont_868.owl,178070030
ore_ont_8684.owl,1291574
ore_ont_8688.owl,1351930
ore_ont_869.owl,580958
ore_ont_8705.owl,2209075
ore_ont_8712.owl,5291028
ore_ont_8719.owl,1304057
ore_ont_8723.owl,15900523
ore_ont_8730.owl,410866
ore_ont_8737.owl,472349807
ore_ont_8744.owl,602483
ore_ont_8755.owl,2023966
ore_ont_8759.owl,1059548
ore_ont_8779.owl,2266959
ore_ont_8781.owl,102274
ore_ont_8786.owl,215788
ore_ont_8787.owl,25576138
ore_ont_8792.owl,3676197
ore_ont_8806.owl,46938
ore_ont_8844.owl,1486327
ore_ont_8858.owl,18499088
ore_ont_8864.owl,2439109
ore_ont_8882.owl,2283978
ore_ont_8902.owl,1068719
ore_ont_891.owl,1339360
ore_ont_8911.owl,359868
ore_ont_8916.owl,310411
ore_ont_8933.owl,1093337
ore_ont_8937.owl,13865
ore_ont_894.owl,376153
ore_ont_8940.owl,785333
ore_ont_8941.owl,748339
ore_ont_8948.owl,162201
ore_ont_8949.owl,71359
ore_ont_8951.owl,50859
ore_ont_8974.owl,21399
ore_ont_8975.owl,109111
ore_ont_8982.owl,34361678
ore_ont_8989.owl,3091037
ore_ont_8995.owl,3479176
ore_ont_8999.owl,1299600
ore_ont_9002.owl,50815
ore_ont_9012.owl,113607
ore_ont_9014.owl,1799422
ore_ont_9020.owl,1633313
ore_ont_9024.owl,139251
ore_ont_9027.owl,54549077
ore_ont_9031.owl,38349
ore_ont_9037.owl,1294857
ore_ont_904.owl,2109907
