Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Realization,HermiT_Realization,JFact_Realization,Konclude_Realization,Openllet_Realization,Pellet_Realization,KoncludeCLI_Realization
ore_ont_13954.owl,138,206,975,821,384,429,8,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.5909,21.5194,,0.2863,2.0999,,0.3485
ore_ont_3010.owl,138,206,1031,877,386,482,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,3.1201,19.9217,,0.3318,2.4769,,0.3822
ore_ont_1931.owl,124,78,1048,828,534,281,13,22,75,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0035,0.0982,0.1163,0.033,0.119,,0.0643
ore_ont_15413.owl,463,103,1589,1017,642,315,60,27,83,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.006,1.7944,0.1499,0.026,0.131,,0.0615
ore_ont_5324.owl,504,0,2448,1944,516,1428,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0051,0.0746,0.2085,0.0083,0.018,0.0091,0.0455
ore_ont_6278.owl,451,103,1587,1016,629,315,72,27,94,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0056,2.0457,0.144,0.0254,0.1564,,0.0602
ore_ont_14981.owl,47,651,1509,1436,107,1315,14,6,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0054,1.3276,0.1812,0.0098999999999999,0.0407,0.0435,0.0643
ore_ont_5834.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.7594,19.9054,,0.2947,3.8512,,0.3442
ore_ont_850.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.7753,20.4261,,0.2928,2.5278,,0.3419
ore_ont_2826.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.7621,20.3299,,0.2949,2.6131,,0.3534
ore_ont_10702.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.4906,19.1647,77.7046,0.2949,3.335,,0.3685
ore_ont_3156.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.5062,20.0692,30.6093,0.2881,3.206,,0.3579
ore_ont_8042.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.7521,20.3452,,0.2955,3.3656,,0.354
ore_ont_8429.owl,852,67,2140,1237,1054,136,47,6,46,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0086,0.1951999999999999,0.2192,0.0258,0.1281,0.1109,0.064
ore_ont_4469.owl,131,89,1256,960,736,107,117,26,140,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0053,2.3065,0.121,0.0559,0.2938,0.1969,0.0848
ore_ont_12084.owl,484,103,1659,1084,727,315,42,27,65,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0057,1.7219,0.15,0.02,0.1347,,0.0564
ore_ont_16425.owl,368,245,1304,936,361,575,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0029,0.0452,0.1134,0.0079,0.0498,0.032,0.0379
ore_ont_8280.owl,85,171,978,864,111,733,12,6,26,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.0286
ore_ont_4400.owl,575,602,1909,1334,732,602,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0028,0.0886,0.1461,0.0096,0.0343,0.0326,0.0441
ore_ont_5539.owl,85,171,981,865,114,733,12,6,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.0286
ore_ont_10906.owl,86,171,988,869,113,733,12,6,30,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.0283
ore_ont_1397.owl,137,206,1037,885,383,494,8,1,15,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.2399,19.0152,,0.2903,4.196,,0.3566
ore_ont_8786.owl,137,206,1039,886,383,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.2398,20.4464,,0.2784999999999999,2.9795,,0.3535
ore_ont_237.owl,87,171,987,869,115,733,12,6,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.0295
ore_ont_5206.owl,85,171,989,871,112,733,12,6,30,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.0286
ore_ont_13880.owl,88,171,1001,882,129,733,12,6,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_16371.owl,805,83,2307,1440,983,392,65,6,57,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0093,0.3527,,0.0312,0.345,0.2925,0.0764
ore_ont_13646.owl,751,154,2128,1261,950,211,100,0,118,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0104,1.7032,0.2128999999999999,0.0293,0.2096,0.1985,0.0687
ore_ont_11477.owl,202,263,1347,1121,561,551,9,1,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,3.0869,50.5902,69.9654,0.5103,3.9816,,0.5854
ore_ont_10517.owl,905,153,2619,1653,1212,374,67,6,56,0,OWL2_DL - OWL2_FULL,OWL2_DL,,8.7903,0.8765000000000001,0.1716,0.3627,0.2575,0.2333
ore_ont_13112.owl,818,809,2446,1628,819,809,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.004,0.1411,0.1107,0.0114,0.061,0.0475,0.0629
ore_ont_16255.owl,731,159,2184,1337,922,315,100,0,118,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.01,1.553,0.2208999999999999,0.0281,0.2186,0.1653,0.0688
ore_ont_13404.owl,238,114,1311,907,730,177,0,0,167,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0039,0.391,0.1109999999999999,0.0414,0.1364,0.1182,0.0731
ore_ont_8387.owl,128,515,1641,1505,197,1304,4,3,6,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.3683,0.4737,13.6647,0.0385,2.2434,1.461,0.1277
ore_ont_5764.owl,897,155,2650,1691,1158,470,63,6,57,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0354,2.045,0.9924,0.0827,0.5593,0.6494,0.1648
ore_ont_6951.owl,48,262,1480,1338,379,959,0,54,41,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0053,0.6111,0.1624,0.0129,0.1302,,0.0685
ore_ont_16372.owl,745,23,2461,1648,1465,111,72,4,66,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.0581
ore_ont_12270.owl,681,206,2266,1565,872,673,20,0,22,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0122,0.3697,0.2316,0.017,0.2379,0.1609,0.0731
ore_ont_3344.owl,631,0,2928,2296,947,1348,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0316,0.3494,0.7511,0.0101,0.0533,0.0433,0.0536
ore_ont_4961.owl,19,185,1576,1529,120,1395,14,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0032,0.5182,0.0761,0.0243999999999999,0.5123,0.3192,0.0692
ore_ont_11115.owl,923,629,2872,1891,1099,731,61,0,59,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0266,0.2327,0.5886,0.0208,0.1038,0.0899,0.0723
ore_ont_1211.owl,1165,0,3879,2712,1684,1028,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0197,0.1655,0.8898,0.016,0.0481,0.0401,0.0622
ore_ont_727.owl,1165,0,3879,2712,1684,1028,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0199,0.1698,0.896,0.0163,0.0493,0.0453,0.0622
ore_ont_7327.owl,894,124,2696,1674,1228,378,68,27,102,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.009,3.4958,0.2597,0.0346,0.1971,,0.0843
ore_ont_11572.owl,861,772,2568,1707,935,772,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0038,0.1291,0.1126,0.0118999999999999,0.0689,0.0711999999999999,0.066
ore_ont_7818.owl,261,157,1810,1353,715,629,9,99,98,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0054,0.1811,0.157,0.0202,0.0651,,0.0663
ore_ont_12892.owl,637,1348,2938,2300,951,1348,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0319,0.3728,0.7501,0.0101,0.158,0.1394,0.0644
ore_ont_15030.owl,146,240,2098,1634,1393,240,1,159,160,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0064,0.8054,0.1686,0.0631,0.2262,0.193,0.1129
ore_ont_5688.owl,976,204,2888,1823,1444,315,64,0,91,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0229,2.0716,0.3742999999999999,0.025,0.2913,0.2716,0.0755
ore_ont_6401.owl,347,153,2233,1763,857,838,68,0,125,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0635,1.88,0.4304,0.0395999999999999,0.3732,0.4272,0.0877
ore_ont_13413.owl,761,4,3427,2661,1505,1153,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.034,0.782,0.8182,0.0123,1.2699,1.1724,0.0593
ore_ont_6923.owl,884,418,3637,2693,1111,1517,65,6,55,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0156,1.2034,0.4493,0.0331,0.2447,0.2093,0.1261
ore_ont_7007.owl,69,329,2077,1945,311,1628,6,33,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.1791,,0.0223,0.3535,0.3014,0.1011
ore_ont_14370.owl,321,185,2491,2120,390,1685,45,0,51,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0294,0.3736,0.2362,0.0244,0.3985,0.3424,0.0782
ore_ont_5078.owl,873,7,4406,3531,1333,2198,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0381,0.1495,1.1768,0.0118999999999999,0.0489,0.0481,0.0715
ore_ont_12965.owl,873,7,4406,3531,1333,2198,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0381,0.1383,1.2339,0.0123,0.0518,0.0456,0.0716
ore_ont_7483.owl,2257,530,5564,3296,2260,1026,10,0,12,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0067,0.2977,0.2256999999999999,0.0219,0.0554,0.0559,0.087
ore_ont_8730.owl,82,469,2302,2124,242,1800,82,0,96,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0095,0.1197,0.2013,0.0509,0.0795,0.0707,0.0919
ore_ont_3503.owl,1107,124,3386,2119,1659,378,82,32,129,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0118,4.3728,0.3347,0.0505,0.3018,,0.1048
ore_ont_10026.owl,350,398,2367,1988,395,1587,6,0,30,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0078,0.1462,0.1819,0.0149,0.063,0.052,0.0959
ore_ont_14353.owl,122,456,2407,2141,390,1629,122,0,144,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0093999999999999,0.2903,0.1999,0.1236,0.23,0.1915,0.1636
ore_ont_16056.owl,309,213,2211,1898,1439,459,0,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3092,,1.2697,0.1447,8.7337,4.7171,0.2569
ore_ont_13405.owl,72,151,1612,1426,327,991,108,17,98,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0058,,0.1341999999999999,0.0244,,,0.0688
ore_ont_8640.owl,803,329,2987,1919,1149,686,84,0,267,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0107,1.7951,0.3061999999999999,0.0737999999999999,0.2914,0.249,0.2178
ore_ont_15741.owl,1187,0,5261,4073,1687,2385,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1281,0.6092,2.1802,0.0153,0.2644,0.2348,0.0852
ore_ont_14285.owl,110,580,1847,1669,255,1344,70,12,60,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.1143
ore_ont_14667.owl,1046,4,6053,5002,2266,2733,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0401,1.5464,1.6971,0.0149,1.8439,1.3979,0.0926
ore_ont_8744.owl,1836,0,7172,5328,2248,3076,4,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.051,1.2707,2.7521,0.0198,0.0702,0.0569,0.104
ore_ont_1117.owl,777,772,4652,3875,871,3003,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0184,0.8338,1.8688,0.0125,0.0834,0.098,0.1076
ore_ont_9947.owl,2411,2410,7295,4884,2415,2469,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.2873,0.3234,3.7747,0.0221999999999999,0.0784,0.0767,0.1199
ore_ont_3545.owl,39,501,3244,3147,141,2922,84,5,53,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0098999999999999,,,0.0158,,,0.0989
ore_ont_7778.owl,2016,6,7129,5100,2197,2900,3,0,13,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0171,0.7873,0.7536,0.0208,0.0584,0.0466,0.104
ore_ont_6817.owl,777,772,5336,4559,871,3687,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0215,0.8624,2.1339,0.0125,0.1026,0.0963,0.1135
ore_ont_14912.owl,1155,7,7895,6712,1826,4843,43,0,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0407,18.3528,1.8481,0.0182,0.2891,0.2433,0.1171
ore_ont_9248.owl,1993,150,5772,3552,2958,465,129,36,192,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0226999999999999,9.2817,0.7827000000000001,0.0822,0.5662,,0.1662
ore_ont_7817.owl,2103,150,5916,3587,3098,361,128,36,191,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0237,9.4838,0.8569,0.0765,0.614,,0.1617
ore_ont_6727.owl,2096,150,5995,3672,3078,465,129,36,192,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0241,9.8759,0.8777,0.0823,0.6322,,0.1705
ore_ont_12325.owl,2135,153,6102,3739,3140,470,129,36,193,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0248,9.9436,0.8906,0.0833,0.6387,,0.1732
ore_ont_5149.owl,699,2907,6399,5697,692,5005,0,0,3,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0735,0.26,2.1972,0.0117,0.0844,0.0808,0.1328
ore_ont_2749.owl,39,720,3963,3861,275,3580,6,33,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.1638
ore_ont_8940.owl,1669,2,9106,7415,2011,5387,17,0,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.069,4.6041,3.3387,0.0221,0.3394,0.3326,0.1411
ore_ont_7108.owl,2198,187,6371,3932,3245,548,139,36,206,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0283,16.252200000000002,1.0288,0.0902999999999999,0.8731,,0.1859
ore_ont_11635.owl,1669,2,9502,7811,2407,5387,17,0,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1171,4.5881,3.6661,0.0217,0.6263,0.3215,0.1463
ore_ont_572.owl,113,565,5422,5229,271,4889,69,21,60,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0209,,0.603,0.0165,,,0.1486
ore_ont_3916.owl,39,797,4497,4395,275,4114,6,33,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.1481
ore_ont_4903.owl,1876,280,5222,3240,2775,350,115,5,102,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.85,,,0.294,606.5724,,0.4177
ore_ont_12916.owl,2457,202,6983,4295,3588,577,130,36,196,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0317,18.0724,1.2667,0.103,0.9595,,0.207
ore_ont_7743.owl,2568,8,10125,7539,3127,4405,7,0,18,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0415,3.2045,3.617,0.0287,0.1022,0.0923,0.1475
ore_ont_13837.owl,225,1739,4876,4589,469,4114,6,0,64,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,1.9796,6.6736,9.0462,0.0238,2.3709,5.8403,0.1981
ore_ont_7680.owl,3609,3608,10889,7280,3613,3667,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.7454,0.4681,8.461400000000001,0.0309,0.0959,0.1004,0.1695
ore_ont_6822.owl,749,570,4600,3782,2473,1295,14,26,44,0,OWL2_DL - OWL2_FULL,OWL2_DL,23.5939,19.5511,89.7282,0.0436,0.9029,,0.1453
ore_ont_6146.owl,1931,2,11076,9125,2306,6802,17,0,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0837,5.1851,4.7302,0.0234,0.3866,0.3569,0.164
ore_ont_928.owl,1826,5473,10041,8160,2614,5473,73,0,56,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,11.1777,24.4442,38.2648,0.0283,0.5343,0.5356,0.1944
ore_ont_13755.owl,4361,0,9080,4717,4402,315,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.2101,0.4497,6.8902,0.0460999999999999,0.0761,0.0755,0.1438
ore_ont_9053.owl,2227,1158,9797,7472,4010,3404,58,39,60,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.6676,4.842,,0.1504,,,0.3
ore_ont_3381.owl,3138,156,8361,4990,4486,373,131,36,198,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.041,14.1461,1.7248,0.0938,0.9397,,0.2075
ore_ont_399.owl,3160,156,8524,5130,4522,477,131,36,199,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0421,14.8603,1.7067,0.1027,0.9326,,0.2167
ore_ont_13139.owl,2140,3,12537,10373,2785,7568,20,0,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0533999999999999,7.6661,4.7414,0.0257,0.1459,0.1249,0.1786
ore_ont_14860.owl,287,1372,6281,5920,546,5367,7,30,45,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0754,,1.5823,0.0196,,,0.3005
ore_ont_11910.owl,2143,3,12558,10391,2803,7568,20,0,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0557,7.7166,4.8641,0.0253,0.1537,0.121,0.1769
ore_ont_9249.owl,154,1204,6609,6433,247,6180,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.8307,1.5169,8.2262,0.0121999999999999,,,0.1679
ore_ont_11626.owl,1974,5,9520,7545,3698,3846,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0617,1.0487,3.175,0.0254,0.3014,0.221,0.1385
ore_ont_8933.owl,1275,15,12621,11342,2177,9161,4,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0786,5.711,4.2278,0.0177,0.1238,0.0847,0.1768
ore_ont_7372.owl,1275,15,12621,11342,2177,9161,4,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0786999999999999,5.6116,4.1605,0.0180999999999999,0.1107,0.0929,0.1767
ore_ont_14863.owl,1784,7,12958,11167,2116,9048,3,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1038999999999999,4.8843,3.56,0.0204,0.0734,0.0579,0.1799
ore_ont_1065.owl,2067,1,12104,10036,2349,7686,1,0,1,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0349,1.744,0.752,0.0222,0.0465,0.0394,0.168
ore_ont_5669.owl,2140,3,12761,10597,3009,7568,20,0,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.133,7.7478,5.425,0.0260999999999999,0.6388,0.2805,0.1863
ore_ont_16509.owl,2419,0,12663,10233,3169,7055,9,0,11,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1235,10.2561,4.6962,0.0260999999999999,0.1566,0.1387,0.1777
ore_ont_7180.owl,2478,0,12904,10415,3228,7178,9,0,11,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1297,10.5353,4.6843,0.0266,0.1649,0.1394,0.1804
ore_ont_12000.owl,3300,0,14829,11528,5423,6104,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0832,1.3757,7.4607,0.0348,0.3799,0.2866,0.1906
ore_ont_16547.owl,3300,0,14846,11545,5440,6104,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0865,1.4116,7.9456,0.0351,0.385,0.2855,0.1905
ore_ont_15184.owl,2999,1135,9904,6376,4129,1872,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.055,115.6625,2.5375,0.2433,6.0888,,0.4308
ore_ont_13857.owl,2999,1135,9912,6384,4129,1880,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0549,115.4705,2.6,0.2448,6.1211,,0.4304
ore_ont_14593.owl,2994,1152,9943,6429,4117,1930,382,32,489,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0555,136.2842,2.7515,0.2391,6.3809,,0.4295
ore_ont_9382.owl,2994,1152,9943,6429,4117,1930,382,32,489,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0556,136.1157,2.7568,0.2425,6.3615,,0.4267
ore_ont_9558.owl,2999,1135,9939,6411,4128,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0549,117.9386,2.7168,0.2467,6.0486,,0.4305
ore_ont_6815.owl,2999,1135,9940,6412,4129,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0543,116.377,2.6877,0.2445999999999999,5.9399,,0.4325
ore_ont_9758.owl,2999,1135,9940,6412,4129,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0562999999999999,117.6809,2.7297,0.2439,6.0589,,0.4329
ore_ont_2531.owl,2994,1152,9969,6443,4129,1932,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0545999999999999,135.6723,2.7164,0.2453,6.3077,,0.4387
ore_ont_14331.owl,3005,1152,9996,6459,4145,1932,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0563,137.2932,2.6326,0.2488,6.5569,,0.4433
ore_ont_253.owl,1859,2390,10356,8493,3709,4780,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2264,1.3425,4.7646,0.0234,4.8375,3.477,0.188
ore_ont_10423.owl,3024,1173,10115,6561,4162,2023,376,32,499,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0555,126.0013,2.8058,0.2464,6.3169,,0.4486
ore_ont_6354.owl,3724,1270,10730,6503,4331,1704,468,0,504,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1596,1.0785,3.0274,0.1929,0.7088,0.5835,0.3691
ore_ont_4260.owl,2366,7,14791,12421,4430,7989,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1015,0.4696,6.6504,0.0305,0.1262,0.0938,0.1986
ore_ont_15917.owl,3018,0,13362,10340,4863,5474,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.5091,2.464,8.0503,0.0332,0.3067,0.246,0.1955
ore_ont_15341.owl,3044,0,13480,10431,4832,5596,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.5188,2.4068,8.9405,0.0344,0.2788,0.2558,0.1971
ore_ont_13840.owl,3044,0,13480,10431,4832,5596,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.5393,2.4255,8.6896,0.034,0.2871,0.257,0.1972
ore_ont_1539.owl,2996,1135,10166,6641,4129,2137,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0574,126.7861,2.5775,0.2459,6.2054,,0.4463
ore_ont_14255.owl,2999,1135,10183,6655,4129,2151,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0550999999999999,129.4861,2.7612,0.2447,6.2388,,0.4482
ore_ont_8326.owl,2991,1152,10195,6672,4129,2161,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0549,145.7754,2.6354,0.2484,6.4954,,0.4494
ore_ont_10588.owl,3000,1135,10188,6660,4129,2156,375,32,497,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0556,125.6701,2.7193,0.2477,6.1935,,0.4447
ore_ont_8684.owl,2999,1135,10188,6660,4126,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0552,126.8403,2.7264,0.2537,6.2954,,0.4439
ore_ont_13150.owl,2999,1135,10191,6663,4130,2158,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0550999999999999,128.37040000000002,2.6257,0.2497,6.311,,0.4387
ore_ont_259.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0558,125.5221,2.6596,0.2514,6.1966,,0.4423
ore_ont_4162.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0554,127.3691,2.6627,0.2462,6.2629,,0.4449
ore_ont_8359.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.055,122.1988,2.5862,0.2519,6.3212,,0.4452
ore_ont_8286.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0557,127.7221,2.7305,0.2512,6.4134,,0.4475
ore_ont_4515.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0550999999999999,130.1,2.6766,0.249,6.1149,,0.4471
ore_ont_16565.owl,2999,1135,10192,6664,4130,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0559,129.622,2.6597,0.2425,6.3285,,0.4479
ore_ont_12884.owl,2999,1135,10192,6664,4130,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0557,130.2247,2.6764,0.2438,6.2778,,0.4503
ore_ont_4581.owl,3001,1142,10205,6675,4131,2169,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0556,132.6419,2.5141,0.2420999999999999,6.3214,,0.4505
ore_ont_9186.owl,2995,1152,10220,6694,4129,2183,382,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0557,177.72,2.7779,0.2444,6.662,,0.4546
ore_ont_15352.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0552,154.8347,2.5024,0.2419,6.4425,,0.4543
ore_ont_8171.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.056,144.8821,2.8506,0.2452,6.5167,,0.4539
ore_ont_5543.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0565,142.7678,2.8040000000000003,0.2465,6.3766,,0.4511
ore_ont_9037.owl,2994,1152,10221,6695,4130,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0561,144.1613,2.7909,0.247,6.5435,,0.4511
