Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp,HermiT,JFact,Konclude,Openllet,Pellet,KoncludeCLI
ore_ont_11311.owl,8022,22,76021,67974,22769,45179,26,0,25,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,TO,TO,0.3256,TO,TO,1.4661
ore_ont_16703.owl,8629,6,91663,83033,9082,73951,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.5148,1.4066,31.5806,0.2592,0.1209,0.1199,1.4407
ore_ont_11597.owl,8629,6,91663,83033,9082,73951,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.5032,1.3899,31.166,0.257,0.12,0.1265,1.4268
ore_ont_13359.owl,8804,6,92014,83209,9258,73951,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.4849,1.4552,31.1018,0.2592,0.1432,0.141,1.4054
ore_ont_7401.owl,31664,15412,70816,39143,23723,15412,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,28.0838,31.2798,498.9207,0.307,18.4387,16.2757,1.593
ore_ont_1833.owl,196,9903,43630,43219,790,42429,0,93,123,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.7463,1.5847,IE,0.1062,0.8544,OE,1.8947
ore_ont_9545.owl,23105,0,64139,41006,40983,0,23,0,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_1115.owl,9223,7,93964,84737,10610,74124,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,4.0372,16.459600000000002,32.4409,0.2761,0.145,0.1542,1.5077
ore_ont_16283.owl,23103,0,64132,41000,40977,0,23,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13103.owl,15122,0,61638,46295,46142,0,153,0,221,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14508.owl,29538,0,59055,29516,29516,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_4006.owl,45468,0,90929,45461,45461,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_11500.owl,26899,0,67934,41006,40983,0,23,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14375.owl,405,8626,48690,48262,806,47450,6,1,23,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6478.owl,9555,9,98241,88681,11056,77620,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,4.4453,40.6589,25.8475,0.3011999999999999,0.1549,0.1619,1.6272
ore_ont_12317.owl,50738,0,76123,25377,25369,0,8,0,9,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_11196.owl,15042,39,62640,47437,47183,39,215,0,163,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14776.owl,33603,0,67222,33610,33602,0,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_1310.owl,41932,0,80730,38789,38781,0,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_1082.owl,17737,0,68904,50943,50786,0,157,0,225,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_15099.owl,33609,0,67212,33602,33602,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10006.owl,29610,18,77531,47804,47626,20,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_2577.owl,29628,18,77549,47804,47644,2,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_9347.owl,114,13356,56089,55829,368,55447,14,23,123,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.067,14.3909,45.3417,0.0258,0.343,0.2991,1.0396
ore_ont_8432.owl,9737,9,104083,94341,11276,83060,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_15388.owl,25440,0,74843,49394,49392,0,2,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_6102.owl,987,11310,48702,47690,1396,46282,12,0,26,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_4616.owl,32812,0,65126,32313,32313,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_13684.owl,19266,26146,85123,65823,39664,26146,13,0,36,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,TO,505.9331,TO,0.3228,48.2812,29.6812,1.6448
ore_ont_14909.owl,183,31274,56168,55840,373,55447,20,0,146,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,15.417,30.8386,247.9955,0.2737,0.7401,0.7554,1.2921
ore_ont_2632.owl,31839,18,76465,44509,44349,2,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_15991.owl,346,10955,58250,57883,640,57237,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,419.5003,34.5966,TO,0.0507,TO,TO,1.4217
ore_ont_1422.owl,20237,12,49263,28944,28923,21,0,35,48,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_8634.owl,35575,0,102365,66781,66777,0,4,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_11198.owl,35602,0,102424,66813,66809,0,4,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_7455.owl,29849,18,91545,61530,61278,20,232,0,169,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_13136.owl,6688,16,105622,98878,19693,79149,36,0,56,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,673.6872,TO,0.6980999999999999,TO,TO,2.3616
ore_ont_1634.owl,6688,16,105622,98878,19693,79149,36,0,56,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,690.4308,TO,0.691,TO,TO,2.3772
ore_ont_14012.owl,6688,16,105622,98878,19693,79149,36,0,56,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,696.1426,TO,0.6951999999999999,TO,TO,2.3647
ore_ont_5253.owl,11427,7,115222,103713,14679,88955,79,0,82,0,OWL2_DL - OWL2_FULL,OWL2_DL,8.0739,468.3124,138.8858,0.3613,1.4314,1.4942,1.7623
ore_ont_5193.owl,8633,73951,91668,83035,9084,73951,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,5.5347,1.2649,31.1626,0.2669,1.3533,1.1116,1.9225
ore_ont_5059.owl,4322,17296,41406,36399,6321,29985,93,0,686,0,OWL2_DL - OWL2_FULL,OWL2_DL,3.9985,1265.5572,78.8742,0.4001,2.0455,1.8423,2.2826
ore_ont_7256.owl,37836,0,75518,37681,37681,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_14365.owl,37840,0,75523,37683,37683,0,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_9816.owl,54315,0,108619,54304,54304,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_7540.owl,54721,0,109431,54710,54710,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_9724.owl,23136,0,61782,37696,36205,0,1491,0,950,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14572.owl,23136,0,61782,37696,36205,0,1491,0,950,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7361.owl,23136,0,61782,37696,36205,0,1491,0,950,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_15536.owl,583,11934,64411,63804,1092,62706,6,1,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,75.8124,TO,0.0752999999999999,TO,TO,2.4325
ore_ont_10965.owl,10288,11,130464,120169,11846,108314,9,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,10.8939,117.0172,456.0647,0.3734,0.1845,0.1463,1.9769
ore_ont_1840.owl,10288,11,130464,120169,11846,108314,9,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,10.8626,116.7762,483.3413,0.374,0.1957,0.1493,1.9104
ore_ont_13220.owl,54092,0,104287,50186,50178,0,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4141.owl,106,14334,67098,66909,308,66581,20,34,49,0,OWL2_DL - OWL2_FULL,OWL2_DL,IE,OE,IE,IE,IE,OE,2.1553
ore_ont_14312.owl,27652,0,74662,46940,46940,0,0,0,70,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_11110.owl,16302,7,129647,113341,32286,81052,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.3907,18.8881,588.7956,0.2767,2.0831,1.6091,1.9652
ore_ont_3737.owl,16303,7,129649,113342,32287,81052,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.3896,19.2956,560.3116,0.281,2.1335,1.6601,2.0193
ore_ont_191.owl,16303,7,129649,113342,32287,81052,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.4136,19.2181,563.9988999999999,0.2821,2.1964,1.6858,2.057
ore_ont_14879.owl,45462,0,90940,45469,45461,0,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7389.owl,1007,15078,62478,61446,1447,59987,12,0,26,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,TO,20.8192,TO,0.0191,TO,TO,1.158
ore_ont_5544.owl,60,17941,65534,65459,216,65240,3,0,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.9688,0.857,69.0977,0.0071,0.4905,0.3128,1.3031
ore_ont_16684.owl,45468,0,90930,45461,45461,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10778.owl,39853,0,120625,80764,80761,0,3,0,8,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_3414.owl,38919,0,119362,80435,80428,0,7,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13243.owl,38958,0,119500,80529,80523,0,6,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_7416.owl,17295,7,135269,117881,34237,83567,77,0,93,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,410.1298,TO,0.3221,TO,TO,2.3775
ore_ont_7607.owl,273,33080,86320,85987,342,85639,6,37,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.2372,OE,IE,0.0113,0.7355,OE,1.7518
ore_ont_7956.owl,36512,0,112844,76320,76309,0,11,0,13,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_1059.owl,36495,0,112910,76399,76388,0,11,0,17,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_9894.owl,29036,0,91018,61953,61930,0,23,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6108.owl,19145,20,141294,122062,35885,86099,78,0,87,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_11495.owl,37963,0,117003,79020,79008,0,12,0,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_5103.owl,369,14353,75402,75012,666,74340,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,77.5407,TO,0.0641,TO,TO,1.8457
ore_ont_1966.owl,20515,7,143139,122596,38131,84424,41,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,26.3073,697.9807,983.226,0.4452,3.1087,2.779,2.4794
ore_ont_6664.owl,32675,0,102820,70140,70136,0,4,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_773.owl,8849,0,146151,137300,9243,128056,1,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,114.7605,32.534,823.4492,0.4044,0.2523,0.2254,2.2951
ore_ont_7803.owl,18672,7,145563,126796,37397,89323,76,0,95,0,OWL2_DL - OWL2_FULL,OWL2_DL,OE,455.8438,TO,0.3697,OE,26.7215,2.5904
ore_ont_10930.owl,29076,0,91233,62064,61974,0,90,0,93,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_269.owl,19162,0,85089,65926,65926,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_2291.owl,36504,0,159150,122646,36500,86146,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,6.7566,3.9679,52.342,0.3918999999999999,0.9438,0.6198,2.3711
ore_ont_7111.owl,18069,0,93432,75134,74980,0,154,0,229,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4487.owl,34485,0,107107,72593,72570,0,23,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14934.owl,34642,0,107683,73008,72980,0,28,0,34,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_15557.owl,38593,0,166980,128387,38589,89798,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,7.3042,4.0887,55.5936,0.429,0.9086,0.6243,2.6984
ore_ont_3954.owl,9161,0,158179,149016,9567,139447,2,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,133.971,65.38289999999999,927.2113,0.4442,0.4505,0.2102,2.5518
ore_ont_14543.owl,25844,7,165203,139358,40464,98893,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,7.699,23.2518,680.0824,0.3748,4.6857,2.7244,2.6739
ore_ont_1272.owl,38013,0,109096,71051,71024,0,27,0,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6315.owl,38929,0,128495,89553,89547,0,6,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_4617.owl,59006,0,149569,90553,90547,0,6,0,10,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_11817.owl,38958,0,128631,89660,89654,0,6,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_5849.owl,38035,18,109442,71290,71112,20,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_3282.owl,38053,18,109460,71290,71130,2,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_10175.owl,39007,0,128846,89826,89820,0,6,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_2302.owl,39026,0,128938,89904,89897,0,7,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6120.owl,16307,81052,129654,113344,32289,81052,3,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,5.4022,20.3636,636.0229,0.2925,5.3387,3.5053,2.6071
ore_ont_5755.owl,9220,0,162239,153017,9627,143388,2,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,149.642,67.0822,945.4898,0.4759,0.3781,0.2379,2.5263
ore_ont_9567.owl,9220,0,162239,153017,9627,143388,2,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,141.3629,67.4701,883.0317,0.4756,0.3816,0.2443,2.5576
ore_ont_15237.owl,304,15433,84241,83916,596,83314,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,119.2603,TO,0.0146,TO,TO,1.6394
ore_ont_15249.owl,54305,0,108626,54312,54304,0,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14881.owl,20485,13,158302,137705,39088,98536,81,0,112,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_12448.owl,19748,9,163906,144153,41178,102970,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,8.9516,64.6164,655.7959999999999,0.3877,3.5349,2.7502,2.5653
ore_ont_9046.owl,10292,108314,130469,120171,11848,108314,9,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,10.8854,135.1113,447.2155,0.3933,2.525,2.0291,2.7658
ore_ont_15172.owl,10292,108314,130469,120171,11848,108314,9,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_14556.owl,338,17388,90521,90161,619,89536,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,1005.3618,82.8149,TO,0.0166,756.1056,580.5476,1.7264
ore_ont_7914.owl,17680,11,161922,144081,35398,108512,171,0,161,15,OWL2_DL - OWL2_FULL,OWL2_DL,TO,TO,TO,2.9955,TO,TO,5.3265
ore_ont_11559.owl,68466,0,137530,69065,69065,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_6726.owl,39875,0,125677,85797,85793,0,4,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13902.owl,20336,0,99121,78784,78784,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_3816.owl,346,5162,98088,97605,462,96929,214,27,110,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13708.owl,61321,4912,130226,68580,62953,5112,515,4,322,0,OWL2_DL - OWL2_FULL,OWL2_DL,IE,IE,IE,IE,IE,IE,1.9995
ore_ont_11457.owl,61321,4912,130226,68580,62953,5112,515,4,322,0,OWL2_DL - OWL2_FULL,OWL2_DL,IE,IE,IE,IE,IE,IE,2.0118
ore_ont_16315.owl,4895,58273,108506,103494,2537,100799,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,TO,TO,0.8476,TO,TO,12.1383
ore_ont_10008.owl,41685,0,129964,88250,88227,0,23,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_8723.owl,5116,58273,109313,104031,2983,100816,232,0,169,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,TO,TO,TO,0.8318,TO,TO,10.4792
ore_ont_16184.owl,61736,4912,131727,69349,63260,5112,977,0,644,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,IE,IE,IE,IE,IE,IE,2.0627
ore_ont_795.owl,47145,0,153762,106608,106598,0,10,0,10,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_14025.owl,42720,0,115519,72705,72615,0,90,0,94,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_12522.owl,2089,21399,90308,88194,3007,85175,12,0,26,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,TO,45.6987,TO,0.0329,TO,TO,1.7724
ore_ont_1123.owl,45002,7,141935,96686,52604,43899,183,47,201,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,TO,TO,OE,IE,IE,OE
ore_ont_3873.owl,25609,0,189561,163944,26367,137569,8,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,55.4748,208.9317,878.1617,0.4717,2.5189,2.3949,3.1095
ore_ont_5781.owl,8853,128056,146156,137302,9245,128056,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,117.6062,33.1627,807.8109,0.4385,282.3118,223.9661,3.2496
ore_ont_16511.owl,14,22122,87095,86996,153,86805,38,28,58,0,OWL2_DL - OWL2_FULL,OWL2_DL,4.2159,21.6329,98.0128,0.0157,0.5966,0.4578,1.7225
ore_ont_4782.owl,37337,0,120469,83039,82949,0,90,0,93,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_11207.owl,1083,18177,103286,102179,2191,99982,6,1,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,200.3363,TO,0.1329,TO,TO,4.9351
ore_ont_3794.owl,28466,0,74387,44956,43365,0,1591,2,964,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_1270.owl,9312,40125,122455,101733,29811,65120,6802,69,11312,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6816.owl,19752,102970,163911,144155,41180,102970,5,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,8.8954,59.0191,704.573,0.3895,7.0509,5.2582,3.407
ore_ont_15372.owl,194,33238,116610,116404,213,116181,10,2,10,0,OWL2_DL - OWL2_QL - OWL2_RL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_10127.owl,689,20373,107500,106790,1236,105548,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,224.7063,TO,0.1135,TO,TO,3.8966
ore_ont_15696.owl,106896,0,213790,106894,106894,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_8557.owl,12053,0,102336,90282,90282,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_3508.owl,35836,0,104508,68554,68554,0,0,39,79,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_11293.owl,44271,0,159204,114924,114922,0,2,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_4166.owl,9164,139447,158184,149018,9571,139447,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_15929.owl,44271,0,160026,115746,115744,0,2,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_8858.owl,9224,143388,162244,153019,9629,143388,2,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,139.6358,67.3076,905.7325,0.4787,342.5579,263.0125,3.7409
ore_ont_10248.owl,44857,0,162912,118046,118044,0,2,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_5612.owl,44861,0,162917,118048,118046,0,2,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_13276.owl,32509,0,144151,111371,111205,0,166,0,271,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13928.owl,53085,106,154828,101626,101360,108,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,TO,TO,2.2965,TO,463.559,4.2637
ore_ont_15226.owl,53103,18,154846,101626,101466,2,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_9835.owl,46247,0,160649,114139,113985,0,154,0,263,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7127.owl,65370,0,186268,120879,120864,0,15,0,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_5289.owl,50770,18,149005,98118,97940,20,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_8068.owl,25520,7,223694,198170,42998,155169,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,45.0658,TO,0.3881,2.6423,2.1311,3.4825
ore_ont_2361.owl,23851,11,219662,195804,50898,144897,9,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_5549.owl,23851,11,219662,195804,50898,144897,9,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14221.owl,512,21598,115216,114684,957,113721,6,1,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,237.0688,TO,0.0974,TO,TO,3.0563
ore_ont_2803.owl,44271,0,160027,115746,115744,0,2,0,10,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_16089.owl,44275,0,160032,115748,115746,0,2,0,10,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_2415.owl,23863,11,220800,196861,51675,145095,91,0,76,0,OWL2_DL - OWL2_FULL,OWL2_DL,22.7609,TO,1709.0091,0.5496000000000001,11.5302,8.0188,3.8799
ore_ont_2738.owl,45619,0,162376,116620,116412,0,208,0,138,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14351.owl,525,6942,121996,121334,658,120462,214,27,110,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_16680.owl,32726,0,145248,112255,112083,0,172,0,267,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_14601.owl,679,22089,117052,116348,1260,115082,6,1,25,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,314.5238,TO,0.1222999999999999,TO,TO,4.3546
ore_ont_4233.owl,38707,0,241058,202351,38703,163648,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_10068.owl,17558,0,227919,210353,30111,180242,0,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,OE,4.5958,1615.444,0.7331,1.6479,1.0642,3.6638
ore_ont_3215.owl,54974,0,109959,54977,54973,0,4,0,9,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_5927.owl,78977,0,200696,121712,121708,0,4,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10032.owl,78980,0,200702,121715,121712,0,3,0,7,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_11005.owl,63168,18,166779,103494,103334,2,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_12414.owl,27889,7,238661,210765,47518,163244,3,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,26.3443,46.9885,1519.4435,0.4311999999999999,3.8644,2.4954,3.6242
ore_ont_13937.owl,53306,106,169983,116511,116154,125,232,0,169,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_6722.owl,50991,18,164759,113602,113333,37,232,0,169,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_6952.owl,83036,0,169155,86108,86102,0,6,0,11,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_11053.owl,9157,34875,79096,69918,34959,34959,0,0,21,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,183.5413,46.1564,1053.0684,0.1373,241.4513,149.0727,2.891
ore_ont_15695.owl,32750,39,146426,113465,113165,39,261,0,213,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_10136.owl,26970,11,242288,215217,57131,157995,91,0,101,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_16235.owl,27882,7,241966,214080,50941,163136,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,TO,50.5486,TO,0.5108,18.1278,14.1907,3.9695
